"cluster_name","primerid","contrast","Pr(>Chisq)","ci.hi","ci.lo","coef","fdr"
"2","CYB5B","ageYOUNG",0.143155538098689,0.043182463073211,-0.0103362561896285,0.0164231034417912,0.326916244817013
"2","CYB5R3","ageYOUNG",0.0215813204420749,0.148140665859495,0.0263266419201046,0.0872336538898,0.134912103713155
"2","CYBA","ageYOUNG",0.599232336902222,0.0404709262801774,-0.136651790592735,-0.0480904321562789,0.7337757432571
"2","CYBRD1","ageYOUNG",0.573129119286704,0.0384391056396835,-0.0922320253385895,-0.026896459849453,0.71522877127567
"2","CYC1","ageYOUNG",0.113050539541105,0.0974711729707008,0.00466271573521494,0.0510669443529579,0.290253446722851
"2","CYCS","ageYOUNG",0.0340292928764608,0.0347214052284948,-0.122384586895739,-0.043831590833622,0.164619107488529
"2","CYGB","ageYOUNG",0.928055793133849,0.0763156883935896,-0.0527142038476005,0.0118007422729945,0.955105496239013
"2","CYLD","ageYOUNG",0.662468088348645,0.0535360772874322,-0.0498334918447473,0.00185129272134243,0.776772749946631
"2","CYP1B1","ageYOUNG",0.000365687528921612,-0.214931480683278,-0.378866665999231,-0.296899073341255,0.0202181904956403
"2","CYP26B1","ageYOUNG",0.936148703383224,0.03503563866212,-0.035727740822474,-0.00034605108017699,0.960548025490576
"2","CYP7B1","ageYOUNG",0.0135032551543409,-0.044552713466666,-0.119568882687498,-0.082060798077082,0.105832148520864
"2","CYR61","ageYOUNG",0.191337476777454,0.120894069936879,-0.361225730200756,-0.120165830131939,0.382117118345645
"2","CYSTM1","ageYOUNG",0.0378565037157908,0.144461923992404,0.0289753544309956,0.0867186392116996,0.173804993601318
"2","DAAM1","ageYOUNG",0.48541903944253,0.0311476429091431,-0.0815625871353198,-0.0252074721130884,0.65188399684161
"2","DAB2","ageYOUNG",0.0441825902194061,0.0650659367958223,-0.0446847418288702,0.0101905974834761,0.189428085901584
"2","DAD1","ageYOUNG",0.322700327548833,0.106768809891998,-0.028566583219099,0.0391011133364496,0.51599835887983
"2","DAP3","ageYOUNG",0.409720287739875,0.0432836202293415,-0.0094258124963342,0.0169289038665036,0.590859783372241
"2","DAPK3","ageYOUNG",0.010258924462998,0.0759804602698361,0.0254036217903386,0.0506920410300873,0.0922226149232758
"2","DARC","ageYOUNG",0.000150878938707031,-0.191305773252849,-0.275065222608535,-0.233185497930692,0.0129190091267895
"2","DARS","ageYOUNG",0.158403578645351,0.00264556286230765,-0.0671198968930598,-0.0322371670153761,0.346398557207439
"2","DAZAP1","ageYOUNG",0.0403206219063265,0.0704217340148002,0.0162806650847981,0.0433511995497992,0.180284765051133
"2","DAZAP2","ageYOUNG",0.235273581957163,0.0412750288499983,-0.041027592653998,0.000123718098000103,0.427940530113268
"2","DBI","ageYOUNG",0.111415553741577,0.143028064667991,0.0117295566426571,0.0773788106553241,0.288414077507552
"2","DCAF13","ageYOUNG",0.219833506764255,0.0247484151877829,-0.0465761579061641,-0.0109138713591906,0.411212321500587
"2","DCAF6","ageYOUNG",0.429821464884942,0.0465636413930333,-0.0116295548690098,0.0174670432620117,0.607067429785949
"2","DCLK1","ageYOUNG",0.136212331124944,-0.00151807790986904,-0.101687424723594,-0.0516027513167316,0.320119932925485
"2","DCN","ageYOUNG",0.000352234160689992,0.64152290841727,0.488565797708852,0.565044353063061,0.0202181904956403
"2","DCP1A","ageYOUNG",0.214773252001749,0.0539674382396821,-0.00783658144485707,0.0230654283974125,0.405143724239536
"2","DCTD","ageYOUNG",0.0102089895708374,0.0871913550262748,0.0304471074905208,0.0588192312583978,0.0922226149232758
"2","DCTN2","ageYOUNG",0.0444144088243849,0.103881618029796,0.021587360923983,0.0627344894768897,0.189438792308242
"2","DCTN3","ageYOUNG",0.374939882244048,0.055189211311544,-0.0355979075297538,0.00979565189089512,0.563307392684171
"2","DCTN6","ageYOUNG",0.934458742140953,0.0382986361685243,-0.0280841074471591,0.00510726436068262,0.959101346069153
"2","DCTPP1","ageYOUNG",0.0820256990789997,-0.00507438956792247,-0.0638410379392705,-0.0344577137535965,0.245507144835937
"2","DCUN1D5","ageYOUNG",0.554162017877089,0.0121014617302554,-0.0394511655418982,-0.0136748519058214,0.704125707187041
"2","DCXR","ageYOUNG",0.103389039163944,0.125343414030407,-0.0520088844844488,0.0366672647729793,0.276646452450397
"2","DDAH2","ageYOUNG",0.00039857637109274,0.255639908204703,0.131878034427834,0.193758971316269,0.0210019087845021
"2","DDIT3","ageYOUNG",0.0706043918937382,0.0824132962510523,0.00370665274953042,0.0430599745002914,0.230304802129574
"2","DDIT4","ageYOUNG",0.122200681338772,0.082270517624418,-0.0510176970103316,0.0156264103070432,0.301974988156778
"2","DDOST","ageYOUNG",0.00913527463074243,0.0951118302176479,0.0262033749228731,0.0606576025702605,0.0876759398729237
"2","DDR2","ageYOUNG",0.584594996797442,0.0591833713305228,-0.0274627628683032,0.0158603042311098,0.723351829491055
"2","DDRGK1","ageYOUNG",0.0998304878841759,0.0567745117804288,0.00106465927316636,0.0289195855267976,0.272012268101275
"2","DDT","ageYOUNG",0.925206030199671,0.0400343052803678,-0.0565204495946426,-0.0082430721571374,0.953439723160471
"2","DDX1","ageYOUNG",0.451008119971779,0.0453340189182613,-0.0132408588350258,0.0160465800416178,0.625046252795443
"2","DDX17","ageYOUNG",0.349570178087867,0.0844469682488898,-0.0213095690955546,0.0315686995766676,0.539510886064087
"2","DDX18","ageYOUNG",0.0251180689405562,0.106013539851032,0.0158584393631897,0.0609359896071107,0.143621679668455
"2","DDX21","ageYOUNG",0.25503505781262,0.0428354426082804,-0.152304371233861,-0.0547344643127904,0.447487230024705
"2","DDX24","ageYOUNG",0.196671786056513,0.092029358870015,-0.0101566460353335,0.0409363564173407,0.38601768896479
"2","DDX39A","ageYOUNG",0.359607646000307,0.05407820745911,-0.0108333601849357,0.0216224236370872,0.548866393739328
"2","DDX3X","ageYOUNG",0.00529130511592614,-0.0850987808424842,-0.208896280361702,-0.146997530602093,0.0722119745965062
"2","DDX3Y","ageYOUNG",0.0130762853422746,-0.031249198859876,-0.106181951566157,-0.0687155752130165,0.10391247632782
"2","DDX46","ageYOUNG",0.0907656839850965,0.0892102103579372,0.00705339599584463,0.0481318031768909,0.260151041443534
"2","DDX5","ageYOUNG",0.00123989821753595,0.253459427590005,0.105260103073361,0.179359765331683,0.0375809857969968
"2","DECR1","ageYOUNG",0.034888582588734,0.0865608338911312,0.0307683053593432,0.0586645696252372,0.166425341735952
"2","DEF8","ageYOUNG",0.16438059905789,-0.00092039722365735,-0.0580226646639956,-0.0294715309438265,0.351458858783713
"2","DEGS1","ageYOUNG",0.292725093541521,0.0160323686545785,-0.061988563960776,-0.0229780976530987,0.486591000623346
"2","DEK","ageYOUNG",0.664473182075988,0.0349387758117223,-0.0694003578750478,-0.0172307910316628,0.777874901552737
"2","DENND5A","ageYOUNG",0.8807324240786,0.0532934385937493,-0.0383212000438075,0.00748611927497092,0.927870978920087
"2","DENR","ageYOUNG",0.168564249610525,0.0554380651825373,-0.00476546307362724,0.025336301054455,0.357260244378743
"2","DERL1","ageYOUNG",0.149056029796692,0.0171615515455354,-0.0469740428448481,-0.0149062456496564,0.335012146751339
"2","DERL2","ageYOUNG",0.549687367735553,0.0432457233792027,-0.0130110791772283,0.0151173221009872,0.700662163935344
"2","DEXI","ageYOUNG",0.16213178560104,0.0542603663629404,4.00139258381962e-06,0.0271321838777621,0.34861238299993
"2","DGCR6L","ageYOUNG",0.928604945914902,0.0295965211703047,-0.0380711711417498,-0.00423732498572255,0.955383580582319
"2","DGUOK","ageYOUNG",0.416994549203641,0.06075169184264,-0.0117209064539655,0.0245153926943372,0.598082000219736
"2","DHPS","ageYOUNG",0.11834597782674,0.0584727324545483,0.00301353622824502,0.0307431343413967,0.29716640326729
"2","DHRS4L2","ageYOUNG",0.593034905593798,0.0426308753433927,-0.0247265382229639,0.00895216856021437,0.729315817471727
"2","DHRS7","ageYOUNG",0.177158956944643,0.0777268157319143,-0.00716065251141847,0.0352830816102479,0.366406659139735
"2","DHX15","ageYOUNG",0.25251233732099,0.0177958780000552,-0.0519578338042952,-0.01708097790212,0.446491871618167
"2","DHX36","ageYOUNG",0.100687594941775,0.084909647004397,0.00296827083929964,0.0439389589218483,0.273234519184101
"2","DHX9","ageYOUNG",0.791373851992305,0.0233285861129022,-0.0318164827456034,-0.00424394831635058,0.864579088699727
"2","DIMT1","ageYOUNG",0.774469260905882,0.0259632538772774,-0.0333059857118517,-0.00367136591728716,0.852912288939757
"2","DIO2","ageYOUNG",0.00337589479555372,0.135092308292823,0.0611396598167807,0.0981159840548018,0.0589920391569973
"2","DKC1","ageYOUNG",0.149082203883338,0.0171394976870037,-0.0442481498475513,-0.0135543260802738,0.335012146751339
"2","DKK2","ageYOUNG",0.52561516716689,0.0319124892450636,-0.0390217568372617,-0.00355463379609906,0.680874412839107
"2","DKK3","ageYOUNG",0.0799929723293578,0.128506774768171,0.00116593641972072,0.0648363555939457,0.243534160202711
"2","DLC1","ageYOUNG",0.0306804789622273,0.0935767077829951,0.0231469495070501,0.0583618286450226,0.156621019830425
"2","DLGAP4","ageYOUNG",0.124285089145043,0.0148888139934365,-0.0391327542533293,-0.0121219701299464,0.303595930215631
"2","DMKN","ageYOUNG",0.000134087130116074,-0.53248316148999,-0.859116194951377,-0.695799678220684,0.0123410532243077
"2","DNAJA1","ageYOUNG",0.0017825976396965,0.293651359626812,0.135335844486463,0.214493602056637,0.046948229579077
"2","DNAJA2","ageYOUNG",0.0934851728952926,0.00835345789796198,-0.0875384281680713,-0.0395924851350546,0.263890578094838
"2","DNAJB1","ageYOUNG",0.0197498153160295,0.116847819372839,-0.197326331009341,-0.0402392558182514,0.129089918811834
"2","DNAJB11","ageYOUNG",0.462238169885191,0.0597457554093849,-0.0145314226275199,0.0226071663909325,0.634281142570825
"2","DNAJB14","ageYOUNG",0.270461456170325,0.00403397720100655,-0.058187545547294,-0.0270767841731437,0.461779903979743
"2","DNAJB4","ageYOUNG",0.509420126346846,0.0191778724869153,-0.0655253806595731,-0.0231737540863289,0.669261193992308
"2","DNAJB6","ageYOUNG",0.501814033642964,0.0571951213056342,-0.0812498443203557,-0.0120273615073607,0.662828023612477
"2","DNAJB9","ageYOUNG",0.0539027329257444,-0.0140489611843825,-0.116124409680853,-0.0650866854326175,0.202778032696426
"2","DNAJC1","ageYOUNG",0.31982143222663,0.0582850199065516,-0.0077557716669391,0.0252646241198063,0.5127671328978
"2","DNAJC10","ageYOUNG",0.719019669270538,0.0360245495839634,-0.0186315162933147,0.00869651664532432,0.812924136521457
